Iteration,Phase,Loss,Reward,Entropy,WinRate,DealInRate,MeanShantenRed
815,1,0.0917,0.0069,1.2603,0.6435,0.2000,6.5130
816,1,0.1038,0.0050,1.2560,0.6832,0.1881,6.4158
817,1,0.1181,0.0079,1.3281,0.6250,0.2019,6.5192
818,1,0.0941,0.0047,1.2864,0.6216,0.1441,6.3514
819,1,0.1025,0.0079,1.3088,0.6160,0.2000,6.4800
820,1,0.1124,0.0052,1.2491,0.5347,0.1683,6.5743
821,1,0.1133,0.0080,1.3092,0.6174,0.1739,6.2261
822,1,0.0908,0.0067,1.3018,0.6455,0.1909,6.4091
823,1,0.1115,0.0074,1.3012,0.6250,0.1917,6.1833
824,1,0.0999,0.0054,1.2464,0.6538,0.1923,6.3750
825,1,0.1029,0.0071,1.2714,0.6250,0.1750,6.5000
826,1,0.1045,0.0060,1.2962,0.5806,0.1183,6.3226
827,1,0.1437,0.0089,1.2920,0.5984,0.1260,6.2992
828,1,0.0994,0.0067,1.2861,0.4322,0.1271,6.3305
829,1,0.1068,0.0067,1.2844,0.5849,0.1698,6.4623
830,1,0.1022,0.0057,1.3077,0.6810,0.1379,6.3966
831,1,0.1114,0.0038,1.2922,0.6667,0.1556,6.9444
832,1,0.1006,0.0049,1.2877,0.5524,0.2286,6.5238
833,1,0.1142,0.0046,1.2591,0.6207,0.1638,6.1638
834,1,0.1341,0.0090,1.2641,0.6829,0.1870,6.2602
835,1,0.1272,0.0089,1.2710,0.6000,0.2000,6.0571
836,1,0.1074,0.0061,1.2819,0.5462,0.1308,6.3692
837,1,0.1047,0.0059,1.2836,0.7356,0.1724,6.3333
838,1,0.1168,0.0060,1.2906,0.6090,0.1654,6.1805
839,1,0.1214,0.0087,1.2649,0.6408,0.1942,6.5049
840,1,0.1039,0.0064,1.3013,0.6364,0.2000,6.1909
841,1,0.0910,0.0085,1.2627,0.7383,0.1495,6.7757
842,1,0.1214,0.0072,1.2720,0.5528,0.1545,6.1789
843,1,0.0815,0.0070,1.3006,0.5773,0.1340,6.3196
844,1,0.1451,0.0093,1.2686,0.6772,0.1654,6.4252
845,1,0.1276,0.0076,1.2632,0.6800,0.1800,6.4700
846,1,0.1102,0.0075,1.2645,0.8017,0.2586,6.5000
847,1,0.1022,0.0071,1.2403,0.6226,0.1604,6.4623
848,1,0.1083,0.0075,1.3141,0.7241,0.2241,6.2845
849,1,0.1002,0.0069,1.3084,0.6389,0.2037,6.6481
850,1,0.0951,0.0061,1.2373,0.6476,0.3048,6.5524
851,1,0.1186,0.0074,1.3016,0.5556,0.2222,6.3675
852,1,0.0818,0.0072,1.2873,0.8108,0.2072,6.5586
853,1,0.0933,0.0063,1.3155,0.6250,0.1923,6.4808
854,1,0.1084,0.0079,1.2386,0.6881,0.2110,6.7431
855,1,0.1063,0.0067,1.2815,0.6442,0.2115,6.2692
856,1,0.1084,0.0058,1.2827,0.5873,0.2063,6.5714
857,1,0.1037,0.0071,1.2738,0.6277,0.1383,6.4681
858,1,0.1348,0.0091,1.2739,0.6860,0.1405,6.0496
859,1,0.1262,0.0073,1.2604,0.7087,0.1339,6.3307
860,1,0.1097,0.0061,1.2673,0.6939,0.2245,6.2449
861,1,0.1471,0.0101,1.2291,0.7265,0.1368,6.2906
862,1,0.1037,0.0075,1.2498,0.6465,0.1818,6.3333
863,1,0.1004,0.0072,1.2685,0.6957,0.1478,6.3478
864,1,0.1172,0.0083,1.2659,0.6161,0.2411,6.3750
865,1,0.1202,0.0070,1.2648,0.7627,0.2203,6.7542
866,1,0.1126,0.0070,1.3040,0.6226,0.2453,6.1038
867,1,0.1184,0.0057,1.3043,0.5603,0.1552,6.3362
868,1,0.1187,0.0068,1.2649,0.6200,0.1700,6.3700
869,1,0.1083,0.0077,1.2660,0.6640,0.1200,6.2320
870,1,0.0854,0.0051,1.2538,0.6596,0.2553,6.5106
871,1,0.1001,0.0081,1.2729,0.5725,0.1603,6.2824
872,1,0.1096,0.0081,1.2720,0.5778,0.1333,6.3444
873,1,0.1368,0.0066,1.2821,0.6525,0.1702,6.2837
874,1,0.1168,0.0071,1.2740,0.5938,0.1562,6.5521
875,1,0.1052,0.0082,1.2758,0.8421,0.2211,6.8105
876,1,0.1058,0.0057,1.2603,0.6923,0.1795,6.7778
877,1,0.1258,0.0076,1.2992,0.6552,0.2069,6.2328
878,1,0.0996,0.0049,1.2854,0.6387,0.1092,6.4622
879,1,0.0981,0.0079,1.2714,0.7363,0.2308,6.2747
880,1,0.0896,0.0061,1.2967,0.5185,0.1296,6.2685
881,1,0.0764,0.0076,1.2908,0.5891,0.1860,6.2016
882,1,0.0791,0.0079,1.2690,0.6792,0.2075,6.4245
883,1,0.1103,0.0080,1.2798,0.5520,0.2400,6.3200
884,1,0.0850,0.0065,1.2969,0.5644,0.1782,6.4554
885,1,0.1090,0.0056,1.2967,0.6983,0.1810,6.3276
886,1,0.1047,0.0061,1.2784,0.5946,0.2703,6.3243
887,1,0.1018,0.0059,1.2381,0.7400,0.2300,6.5600
888,1,0.1197,0.0081,1.2653,0.6829,0.1870,6.3333
889,1,0.0934,0.0067,1.2674,0.7944,0.2150,6.5047
890,1,0.1084,0.0080,1.2515,0.6549,0.1681,6.3805
891,1,0.1197,0.0081,1.2726,0.7091,0.2091,6.5818
892,1,0.0977,0.0056,1.2829,0.5918,0.2755,6.6224
893,1,0.1263,0.0106,1.2638,0.7105,0.1667,6.3509
894,1,0.1000,0.0071,1.2813,0.6699,0.2136,6.2816
895,1,0.1158,0.0048,1.2831,0.6446,0.2149,6.2727
896,1,0.1298,0.0079,1.2796,0.5189,0.1698,6.7358
897,1,0.1101,0.0088,1.2556,0.5913,0.2000,6.1739
898,1,0.0957,0.0059,1.3042,0.6423,0.3333,6.2927
899,1,0.0940,0.0076,1.2708,0.7037,0.1296,6.3981
900,1,0.0968,0.0058,1.3049,0.7526,0.2784,6.7835
901,1,0.1250,0.0050,1.3147,0.5804,0.1607,6.4018
902,1,0.1033,0.0069,1.2787,0.6897,0.1379,6.1638
903,1,0.1397,0.0086,1.2664,0.5714,0.1429,6.2321
904,1,0.1056,0.0066,1.2712,0.5657,0.1616,6.2828
905,1,0.1279,0.0061,1.2889,0.6667,0.2137,6.6410
906,1,0.1323,0.0056,1.2982,0.7304,0.1391,6.6870
907,1,0.1149,0.0062,1.2811,0.5049,0.2427,6.4369
908,1,0.1180,0.0059,1.2722,0.5887,0.1855,6.1048
909,1,0.1100,0.0035,1.3115,0.7048,0.1810,6.4571
910,1,0.1129,0.0072,1.3020,0.5965,0.2544,6.2281
911,1,0.1197,0.0088,1.2513,0.7364,0.2093,6.4186
912,1,0.1244,0.0042,1.2593,0.5426,0.2128,6.7872
913,1,0.1206,0.0058,1.3055,0.5351,0.2018,6.2807
914,1,0.1247,0.0081,1.2522,0.6019,0.2037,6.7407
915,1,0.1200,0.0057,1.2652,0.7387,0.2072,6.4414
916,1,0.1033,0.0068,1.3142,0.6019,0.1456,6.4272
917,1,0.1319,0.0078,1.2736,0.6348,0.1391,6.0000
918,1,0.0969,0.0071,1.2914,0.4839,0.1290,6.5484
919,1,0.1023,0.0072,1.2700,0.7158,0.1158,6.5368
920,1,0.1390,0.0074,1.2701,0.6855,0.1129,6.4516
921,1,0.1083,0.0081,1.2780,0.6239,0.1927,6.6239
922,1,0.0968,0.0069,1.2556,0.6436,0.2178,6.5842
923,1,0.1052,0.0046,1.2545,0.6566,0.1919,6.6869
924,1,0.1248,0.0062,1.2893,0.6891,0.1849,6.6303
925,1,0.1130,0.0063,1.2710,0.5575,0.1239,6.3894
926,1,0.1100,0.0074,1.2434,0.6518,0.1250,6.5000
927,1,0.1412,0.0053,1.2592,0.6696,0.2000,6.5826
928,1,0.0795,0.0066,1.2488,0.8723,0.1489,7.0851
929,1,0.0981,0.0075,1.2737,0.7048,0.1524,6.6952
930,1,0.1024,0.0069,1.2743,0.7407,0.1944,6.7407
931,1,0.1057,0.0076,1.3031,0.6182,0.1909,6.2727
932,1,0.1040,0.0067,1.2814,0.5847,0.2627,6.5932
933,1,0.1062,0.0080,1.3084,0.6465,0.2424,6.4848
934,1,0.1116,0.0064,1.2676,0.5877,0.1316,6.4561
935,1,0.1102,0.0032,1.2643,0.6262,0.1589,6.5421
936,1,0.1119,0.0091,1.2720,0.6032,0.2222,6.2222
937,1,0.1088,0.0063,1.2983,0.6170,0.2021,6.5426
938,1,0.1077,0.0063,1.2619,0.6190,0.1905,6.5317
939,1,0.0976,0.0059,1.2915,0.6505,0.2039,6.3107
940,1,0.1083,0.0063,1.2603,0.6733,0.1683,6.1584
941,1,0.1071,0.0069,1.2707,0.6457,0.1417,6.4016
942,1,0.1011,0.0063,1.2542,0.6203,0.1266,6.7848
943,1,0.1147,0.0067,1.3001,0.6338,0.1197,6.4577
944,1,0.1112,0.0086,1.2900,0.7143,0.1837,6.4796
945,1,0.1210,0.0082,1.2761,0.7236,0.1220,6.5366
946,1,0.1212,0.0074,1.3276,0.6907,0.1237,6.4845
947,1,0.1324,0.0086,1.2656,0.5128,0.1880,6.3504
948,1,0.1060,0.0073,1.2902,0.5676,0.1261,6.5766
949,1,0.1311,0.0073,1.2445,0.6587,0.1905,6.3016
950,1,0.0854,0.0064,1.3148,0.7111,0.1444,6.3778
951,1,0.1031,0.0063,1.3005,0.5922,0.1359,6.2233
952,1,0.1169,0.0062,1.2659,0.6788,0.1752,6.2117
953,1,0.0996,0.0057,1.2457,0.7981,0.2115,6.7788
954,1,0.1083,0.0052,1.3014,0.7426,0.1386,6.5347
955,1,0.1212,0.0076,1.2869,0.5714,0.1429,6.2857
956,1,0.1044,0.0055,1.2934,0.5900,0.1900,6.1400
957,1,0.1198,0.0065,1.2852,0.6772,0.1496,6.3465
958,1,0.1045,0.0061,1.2729,0.8125,0.1964,6.4732
959,1,0.1047,0.0060,1.2423,0.7170,0.1981,6.3774
960,1,0.0948,0.0062,1.2902,0.5495,0.2523,6.3694
961,1,0.1308,0.0079,1.3044,0.7037,0.1481,6.3981
962,1,0.1162,0.0066,1.2875,0.5495,0.1532,6.1261
963,1,0.1136,0.0074,1.2870,0.5615,0.1923,6.4154
964,1,0.0898,0.0064,1.2640,0.5294,0.2255,6.3039
965,1,0.1085,0.0077,1.2707,0.6083,0.2417,6.6500
966,1,0.1126,0.0065,1.2986,0.5333,0.1238,6.5619
967,1,0.1065,0.0069,1.2873,0.6263,0.1515,6.6869
968,1,0.1068,0.0075,1.2630,0.6518,0.1964,6.5179
969,1,0.1142,0.0072,1.2639,0.6857,0.1905,6.4571
970,1,0.1111,0.0056,1.2595,0.6410,0.1538,6.5897
971,1,0.1145,0.0076,1.3251,0.6182,0.1636,6.3273
972,1,0.0899,0.0069,1.2971,0.6852,0.1667,6.4167
973,1,0.1130,0.0063,1.3082,0.5437,0.1068,6.3495
974,1,0.1205,0.0054,1.2965,0.5932,0.1610,6.6271
975,1,0.1110,0.0061,1.3231,0.5660,0.1981,6.6038
976,1,0.0868,0.0060,1.2553,0.6979,0.1875,6.7917
977,1,0.1181,0.0063,1.2849,0.8522,0.2174,6.8087
978,1,0.0947,0.0058,1.2937,0.7679,0.1964,6.2411
979,1,0.1290,0.0072,1.2802,0.5918,0.1837,6.3061
980,1,0.1383,0.0063,1.2769,0.6917,0.1417,6.6583
981,1,0.1026,0.0070,1.3008,0.6218,0.1597,6.4454
982,1,0.1015,0.0075,1.2841,0.6373,0.1373,6.5490
983,1,0.1138,0.0052,1.3053,0.7476,0.1650,6.6602
984,1,0.1473,0.0072,1.2821,0.7193,0.2895,6.7982
985,1,0.0950,0.0073,1.2362,0.6804,0.1546,6.5258
986,1,0.1285,0.0078,1.2615,0.6033,0.1240,6.4463
987,1,0.1115,0.0060,1.3096,0.6442,0.1923,6.5865
988,1,0.1066,0.0063,1.2912,0.6857,0.1524,6.1714
989,1,0.1123,0.0057,1.2633,0.6565,0.1221,6.3130
990,1,0.1046,0.0078,1.2888,0.6162,0.2525,6.2020
991,1,0.1096,0.0063,1.3076,0.6822,0.1705,6.3488
992,1,0.1171,0.0070,1.2423,0.5543,0.1957,6.2717
993,1,0.1239,0.0080,1.2633,0.7679,0.1607,6.6607
994,1,0.1169,0.0056,1.3405,0.6512,0.1705,6.2791
995,1,0.0890,0.0054,1.2812,0.5889,0.2000,6.2667
996,1,0.1299,0.0081,1.3057,0.5714,0.2331,6.3233
997,1,0.1203,0.0085,1.2982,0.5556,0.1778,6.2667
998,1,0.1219,0.0061,1.2196,0.5888,0.1308,6.3458
999,1,0.1172,0.0076,1.3144,0.6639,0.1393,6.2377
1000,1,0.0960,0.0060,1.2605,0.6147,0.1835,6.4679
1001,1,0.1013,0.0066,1.3087,0.6034,0.1983,6.5690
1002,1,0.1144,0.0072,1.2839,0.6476,0.1619,6.4571
1003,1,0.1316,0.0081,1.2864,0.6053,0.0965,6.5439
1004,1,0.0903,0.0073,1.2785,0.6696,0.1696,6.2500
1005,1,0.1125,0.0055,1.2914,0.5391,0.2174,6.6348
1006,1,0.1124,0.0081,1.2737,0.6339,0.1607,6.1518
1007,1,0.1151,0.0077,1.3130,0.5982,0.3393,6.2500
1008,1,0.1106,0.0060,1.2863,0.6436,0.1683,6.6535
1009,1,0.1160,0.0083,1.2848,0.6716,0.1866,6.3582
1010,1,0.1071,0.0069,1.2857,0.5842,0.2079,6.3663
1011,1,0.1474,0.0083,1.2710,0.7077,0.1462,6.4538
1012,1,0.1020,0.0072,1.2715,0.7273,0.1136,6.3523
1013,1,0.0974,0.0052,1.2743,0.8333,0.1759,6.8704
1014,1,0.0918,0.0060,1.2370,0.7188,0.0729,6.7292
1015,1,0.1196,0.0083,1.2920,0.6250,0.1875,6.6875
1016,1,0.1048,0.0066,1.2697,0.5882,0.1765,6.6078
1017,1,0.1197,0.0057,1.2735,0.6667,0.1667,6.5648
1018,1,0.0989,0.0080,1.3042,0.5966,0.2269,6.1933
1019,1,0.0943,0.0057,1.2404,0.8182,0.2424,6.7879
1020,1,0.1187,0.0064,1.2913,0.6299,0.1811,6.2283
1021,1,0.1236,0.0059,1.2573,0.5500,0.1800,6.6300
1022,1,0.1203,0.0075,1.2955,0.4949,0.1818,6.6061
1023,1,0.1278,0.0083,1.2637,0.6667,0.1417,6.5417
1024,1,0.0906,0.0067,1.2790,0.6337,0.1683,6.4554
1025,1,0.1325,0.0083,1.2658,0.7120,0.2320,6.6000
1026,1,0.1056,0.0043,1.2782,0.8400,0.2200,6.6900
1027,1,0.1112,0.0080,1.2924,0.7019,0.1538,6.5673
1028,1,0.1269,0.0090,1.2705,0.7105,0.1667,6.3421
1029,1,0.0988,0.0062,1.2817,0.7019,0.1731,6.6538
1030,1,0.1203,0.0083,1.2861,0.6667,0.2093,6.4264
1031,1,0.1222,0.0050,1.2983,0.6939,0.2347,6.5306
1032,1,0.1087,0.0057,1.2977,0.5495,0.2072,6.2072
1033,1,0.0817,0.0054,1.2728,0.7368,0.2105,6.6842
1034,1,0.1095,0.0057,1.2795,0.6607,0.2321,6.4464
1035,1,0.1117,0.0050,1.2961,0.5275,0.1758,6.5824
1036,1,0.1187,0.0055,1.2732,0.6435,0.2348,6.4087
1037,1,0.1173,0.0076,1.2742,0.7054,0.2411,6.0804
1038,1,0.1216,0.0083,1.2994,0.6961,0.1176,6.6765
1039,1,0.1184,0.0078,1.2733,0.7087,0.1732,6.2362
1040,1,0.1017,0.0067,1.2423,0.7525,0.1485,6.4851
1041,1,0.1234,0.0089,1.2940,0.6639,0.1933,6.3109
1042,1,0.0924,0.0047,1.2910,0.6250,0.1635,6.2692
1043,1,0.1093,0.0052,1.3021,0.6126,0.1712,6.2883
1044,1,0.1364,0.0091,1.2857,0.5913,0.2000,6.1565
1045,1,0.1070,0.0077,1.2907,0.6207,0.1724,6.4741
1046,1,0.1003,0.0077,1.2572,0.6864,0.1441,6.6695
1047,1,0.1307,0.0029,1.2599,0.6105,0.2316,6.6421
1048,1,0.1269,0.0070,1.2952,0.6195,0.1681,6.3717
1049,1,0.0969,0.0047,1.2773,0.6214,0.1359,6.3495
1050,1,0.1055,0.0051,1.2776,0.7742,0.1855,6.5161
1051,1,0.1123,0.0076,1.2858,0.6731,0.1923,6.4423
1052,1,0.1072,0.0049,1.2865,0.6742,0.1236,6.2921
1053,1,0.0934,0.0078,1.2884,0.5594,0.1259,6.4476
1054,1,0.1148,0.0052,1.2690,0.7053,0.2632,6.7474
1055,1,0.1222,0.0060,1.2563,0.6415,0.1226,6.5755
1056,1,0.1076,0.0047,1.3028,0.5528,0.1870,6.3821
1057,1,0.0964,0.0071,1.2907,0.5872,0.1835,6.3028
1058,1,0.1188,0.0071,1.2927,0.6017,0.1610,6.3644
1059,1,0.1167,0.0079,1.2918,0.6111,0.2407,6.5556
1060,1,0.1189,0.0069,1.2897,0.5780,0.1468,6.3670
1061,1,0.1164,0.0069,1.3385,0.6182,0.1000,6.2364
1062,1,0.0882,0.0055,1.2903,0.6154,0.2500,6.5385
1063,1,0.1280,0.0047,1.3001,0.5172,0.1121,6.3276
1064,1,0.1266,0.0056,1.2802,0.5840,0.1280,6.4240
1065,1,0.0988,0.0047,1.2686,0.6556,0.2778,6.4889
1066,1,0.1209,0.0083,1.2841,0.6587,0.1508,6.4841
1067,1,0.0905,0.0071,1.2657,0.6364,0.2121,6.7576
1068,1,0.0968,0.0072,1.2692,0.6972,0.1927,6.4312
1069,1,0.1010,0.0070,1.2850,0.7876,0.1681,6.5664
1070,1,0.1225,0.0064,1.2250,0.6316,0.0877,6.4211
1071,1,0.1043,0.0072,1.2844,0.6542,0.1589,6.4112
1072,1,0.1110,0.0075,1.3104,0.5849,0.0943,6.5472
1073,1,0.0949,0.0059,1.2760,0.6729,0.1215,6.3925
1074,1,0.1177,0.0079,1.2947,0.6742,0.1742,6.2803
1075,1,0.1115,0.0044,1.2911,0.6162,0.2323,6.4848
1076,1,0.1230,0.0078,1.2836,0.5769,0.1058,6.6442
1077,1,0.0978,0.0061,1.2782,0.7227,0.1429,6.6218
1078,1,0.0843,0.0067,1.2789,0.6542,0.1682,6.3364
1079,1,0.1000,0.0066,1.2589,0.7075,0.2170,6.5377
1080,1,0.1158,0.0081,1.2575,0.6408,0.1650,6.3786
1081,1,0.1209,0.0085,1.2858,0.7615,0.1560,6.5046
1082,1,0.1276,0.0092,1.3097,0.6552,0.1379,6.5086
1083,1,0.1297,0.0066,1.2865,0.6667,0.2033,6.3902
1084,1,0.1222,0.0065,1.3003,0.5686,0.2353,6.1373
1085,1,0.1368,0.0080,1.2972,0.5785,0.1983,6.3554
1086,1,0.0942,0.0060,1.2735,0.6140,0.2544,6.2807
1087,1,0.1087,0.0060,1.3154,0.5100,0.2200,6.4100
1088,1,0.1053,0.0064,1.2666,0.6500,0.2167,6.5417
1089,1,0.1104,0.0072,1.2770,0.8119,0.2079,6.6139
1090,1,0.1231,0.0070,1.2635,0.6040,0.1782,6.4950
1091,1,0.1005,0.0055,1.3256,0.6055,0.1560,6.4679
1092,1,0.1298,0.0083,1.2647,0.6165,0.1805,6.3534
1093,1,0.1176,0.0075,1.2584,0.6484,0.2527,6.4286
1094,1,0.1248,0.0069,1.3198,0.6454,0.1631,6.2553
1095,1,0.1068,0.0068,1.2974,0.6429,0.1735,6.5510
1096,1,0.1008,0.0057,1.2664,0.5376,0.1613,6.4624
1097,1,0.1094,0.0086,1.2985,0.6116,0.1488,6.4711
1098,1,0.1089,0.0062,1.3010,0.6372,0.2212,6.2566
1099,1,0.1050,0.0073,1.2836,0.5000,0.1667,6.2647
1100,1,0.0998,0.0052,1.2697,0.6542,0.2523,6.5701
1101,1,0.1205,0.0049,1.2789,0.5738,0.2705,6.5410
1102,1,0.1062,0.0073,1.3009,0.6991,0.2035,6.4425
1103,1,0.0966,0.0072,1.2781,0.7034,0.1525,6.3898
1104,1,0.0994,0.0058,1.2668,0.7113,0.1856,6.3608
1105,1,0.1280,0.0077,1.2970,0.5185,0.1759,6.5556
1106,1,0.1194,0.0088,1.2785,0.6210,0.1935,6.2097
1107,1,0.1185,0.0071,1.2913,0.7059,0.2353,6.3922
1108,1,0.1067,0.0064,1.2936,0.6864,0.2119,6.4576
1109,1,0.1100,0.0071,1.2905,0.4694,0.3061,6.4490
1110,1,0.1022,0.0054,1.3161,0.5115,0.1985,6.2290
1111,1,0.0971,0.0085,1.2509,0.6832,0.2673,6.5941
1112,1,0.1157,0.0083,1.2997,0.5798,0.1176,6.2521
1113,1,0.1242,0.0079,1.2847,0.6154,0.1635,6.2500
1114,1,0.1012,0.0063,1.2761,0.5690,0.2500,6.3879
1115,1,0.1019,0.0081,1.3082,0.6364,0.2020,6.3535
1116,1,0.1068,0.0053,1.2423,0.7105,0.1930,6.7456
1117,1,0.1058,0.0065,1.2886,0.6639,0.1765,6.3277
1118,1,0.1039,0.0076,1.2618,0.4878,0.2114,6.2846
1119,1,0.0836,0.0068,1.2374,0.6437,0.2299,6.5402
1120,1,0.1036,0.0063,1.2661,0.6639,0.0924,6.3361
1121,1,0.1058,0.0080,1.2944,0.6983,0.1724,6.6121
1122,1,0.0988,0.0058,1.2661,0.6832,0.2178,6.5446
1123,1,0.1205,0.0080,1.2766,0.6923,0.1624,6.3248
1124,1,0.1102,0.0059,1.3024,0.6667,0.1892,6.2072
1125,1,0.1009,0.0053,1.2846,0.6000,0.1714,6.1714
1126,1,0.1212,0.0049,1.2933,0.6774,0.1694,6.4194
1127,1,0.1008,0.0070,1.2621,0.6952,0.1524,6.6000
1128,1,0.1377,0.0095,1.2701,0.5481,0.2019,6.5577
1129,1,0.1196,0.0060,1.2595,0.7043,0.1565,6.8348
1130,1,0.1228,0.0076,1.2715,0.6311,0.1748,6.6311
1131,1,0.1272,0.0080,1.2806,0.6614,0.1811,6.4567
1132,1,0.1019,0.0050,1.2730,0.6739,0.1957,6.6630
1133,1,0.1374,0.0050,1.2697,0.4667,0.1917,6.2667
1134,1,0.0932,0.0068,1.2785,0.6771,0.2083,6.6979
1135,1,0.1087,0.0089,1.2548,0.6198,0.0909,6.3223
1136,1,0.1085,0.0072,1.2584,0.6389,0.2037,6.5370
1137,1,0.1049,0.0062,1.2391,0.6475,0.1557,6.5820
1138,1,0.1105,0.0059,1.3393,0.6020,0.2449,6.5612
1139,1,0.1341,0.0028,1.2888,0.5478,0.1217,6.1217
1140,1,0.1290,0.0049,1.3012,0.6182,0.2455,6.6364
1141,1,0.1023,0.0070,1.2536,0.5702,0.1579,6.4825
1142,1,0.1135,0.0055,1.3185,0.6731,0.1827,6.4615
1143,1,0.1074,0.0074,1.3020,0.5739,0.1739,6.1826
1144,1,0.1235,0.0065,1.2960,0.6500,0.1700,6.2300
1145,1,0.1138,0.0054,1.3012,0.5507,0.1594,6.4275
1146,1,0.1056,0.0045,1.2754,0.7614,0.1705,6.4205
1147,1,0.1145,0.0044,1.2755,0.6804,0.1546,6.8866
1148,1,0.1062,0.0068,1.2612,0.6643,0.1399,6.6294
1149,1,0.1092,0.0074,1.2284,0.7843,0.1471,6.8431
1150,1,0.1278,0.0088,1.2706,0.6837,0.1224,6.3061
1151,1,0.1016,0.0078,1.2777,0.7373,0.2034,6.3644
1152,1,0.0934,0.0051,1.2819,0.5556,0.1616,6.4343
1153,1,0.0847,0.0054,1.2685,0.6731,0.1250,6.5385
1154,1,0.0838,0.0077,1.2828,0.6723,0.1513,6.2017
1155,1,0.1072,0.0062,1.2941,0.6230,0.2213,6.5328
1156,1,0.1232,0.0085,1.2515,0.6500,0.1800,6.2900
1157,1,0.1187,0.0074,1.3158,0.6721,0.1967,6.6148
1158,1,0.1015,0.0054,1.2945,0.6449,0.1308,6.3271
1159,1,0.1004,0.0080,1.3080,0.5446,0.1518,6.4286
1160,1,0.1035,0.0079,1.2905,0.5217,0.1565,6.2000
1161,1,0.0924,0.0062,1.2849,0.5743,0.2376,6.3465
1162,1,0.0940,0.0068,1.2585,0.5487,0.1947,6.4336
1163,1,0.1215,0.0066,1.2463,0.7257,0.2124,6.5752
1164,1,0.0886,0.0056,1.2887,0.6389,0.1944,6.4815
1165,1,0.0854,0.0059,1.3044,0.7179,0.1453,6.5983
1166,1,0.1081,0.0076,1.2831,0.6476,0.2095,6.2095
1167,1,0.0971,0.0059,1.2769,0.6111,0.1349,6.3730
1168,1,0.1075,0.0076,1.3016,0.6531,0.2041,6.5102
1169,1,0.1093,0.0048,1.2709,0.6339,0.1607,6.7500
1170,1,0.1156,0.0084,1.2944,0.7281,0.1491,6.3421
1171,1,0.1072,0.0069,1.2978,0.5172,0.1638,6.3448
1172,1,0.1044,0.0065,1.2597,0.6900,0.1500,6.3300
1173,1,0.0986,0.0074,1.2671,0.7179,0.1795,6.2735
1174,1,0.1149,0.0076,1.2711,0.5893,0.1161,6.4196
1175,1,0.1119,0.0072,1.2680,0.7196,0.1682,6.4393
1176,1,0.1044,0.0064,1.2747,0.7207,0.2072,6.4414
1177,1,0.1239,0.0075,1.2779,0.5926,0.1019,6.4722
1178,1,0.1228,0.0062,1.2745,0.6496,0.1880,6.4957
1179,1,0.1120,0.0075,1.2703,0.6505,0.1359,6.4369
1180,1,0.0894,0.0076,1.2425,0.6000,0.1524,6.4286
1181,1,0.1065,0.0075,1.2595,0.6160,0.1200,6.5200
1182,1,0.1084,0.0065,1.2807,0.5780,0.1743,6.1835
1183,1,0.1250,0.0058,1.3025,0.6102,0.2458,6.5763
1184,1,0.0805,0.0062,1.2914,0.6383,0.1915,6.3298
1185,1,0.1142,0.0096,1.2744,0.6098,0.1626,6.5041
1186,1,0.1056,0.0073,1.2793,0.6495,0.1649,6.7010
1187,1,0.1105,0.0087,1.2790,0.6860,0.2810,6.3802
1188,1,0.0908,0.0067,1.2840,0.7172,0.2626,6.4040
1189,1,0.1083,0.0080,1.2764,0.6032,0.1349,6.3254
1190,1,0.1202,0.0079,1.3071,0.5926,0.1296,6.5093
1191,1,0.0916,0.0072,1.2691,0.7048,0.2190,6.6476
1192,1,0.1041,0.0062,1.2918,0.5789,0.2193,6.4912
1193,1,0.1138,0.0072,1.2986,0.5980,0.1667,6.4118
1194,1,0.1035,0.0064,1.2739,0.6667,0.1750,6.5500
1195,1,0.1066,0.0067,1.2949,0.6174,0.1826,6.3652
1196,1,0.0916,0.0061,1.2606,0.6000,0.1545,6.4091
1197,1,0.1155,0.0049,1.3104,0.6303,0.0924,6.3697
1198,1,0.1064,0.0066,1.2724,0.5778,0.2778,6.6111
1199,1,0.1099,0.0076,1.2907,0.6667,0.2143,6.4206
1200,1,0.0965,0.0070,1.2909,0.6355,0.1495,6.3271
1201,1,0.1237,0.0090,1.3028,0.5596,0.1560,6.2752
1202,1,0.1096,0.0063,1.3058,0.6967,0.0984,6.4672
1203,1,0.1179,0.0058,1.2956,0.5865,0.1635,6.7885
1204,1,0.1193,0.0047,1.2802,0.6667,0.1354,6.5000
1205,1,0.1176,0.0077,1.2740,0.6777,0.1736,6.4463
1206,1,0.0851,0.0069,1.3021,0.5888,0.1869,6.0748
1207,1,0.0995,0.0056,1.2945,0.5565,0.1613,6.1774
1208,1,0.1083,0.0063,1.2820,0.7582,0.2198,6.7802
1209,1,0.1329,0.0079,1.2595,0.7000,0.1833,6.3833
1210,1,0.1193,0.0084,1.2896,0.6870,0.2000,6.3217
1211,1,0.1165,0.0046,1.3283,0.5398,0.1416,6.4425
1212,1,0.1021,0.0064,1.2714,0.6667,0.2121,6.1515
1213,1,0.1175,0.0081,1.3217,0.5606,0.1970,6.3409
1214,1,0.1208,0.0062,1.3263,0.5455,0.2273,6.2386
1215,1,0.1330,0.0081,1.2844,0.6061,0.2121,6.4621
1216,1,0.0974,0.0071,1.3046,0.6429,0.1837,6.1735
1217,1,0.1357,0.0080,1.2727,0.6429,0.2381,6.1508
1218,1,0.0998,0.0058,1.3117,0.5104,0.1146,6.2917
