Iteration,Phase,Loss,Reward,Entropy,WinRate,DealInRate,MeanShantenRed
2020,1,0.1146,0.0059,1.4790,0.6167,0.2417,6.2917
2021,1,0.0793,0.0058,1.4670,0.5581,0.1744,6.4419
2022,1,0.0833,0.0072,1.4469,0.6484,0.1641,6.2734
2023,1,0.0941,0.0062,1.4740,0.4636,0.2182,6.5545
2024,1,0.0793,0.0065,1.4443,0.6698,0.1415,6.6038
2025,1,0.0949,0.0058,1.4361,0.7297,0.1892,6.7477
2026,1,0.0859,0.0048,1.4848,0.5963,0.1927,6.5046
2027,1,0.0841,0.0071,1.4150,0.7232,0.1786,6.4196
2028,1,0.0876,0.0067,1.4522,0.6786,0.2411,6.7500
2029,1,0.0920,0.0068,1.4572,0.7200,0.1400,6.4200
2030,1,0.1010,0.0073,1.4391,0.6929,0.1181,6.4252
2031,1,0.0865,0.0073,1.4368,0.7170,0.1226,6.4623
2032,1,0.0825,0.0071,1.4355,0.5408,0.1837,6.5204
2033,1,0.0929,0.0077,1.4184,0.7398,0.1382,6.3008
2034,1,0.0785,0.0051,1.4456,0.6768,0.1313,6.5657
2035,1,0.0841,0.0076,1.4948,0.6935,0.2177,6.5323
2036,1,0.0817,0.0069,1.4531,0.6000,0.1909,6.5909
2037,1,0.0819,0.0064,1.4410,0.6465,0.1212,6.7172
2038,1,0.0823,0.0048,1.4343,0.5439,0.1842,6.4912
2039,1,0.0892,0.0073,1.3896,0.6000,0.2182,6.7091
2040,1,0.0758,0.0065,1.4284,0.5766,0.1802,6.6036
2041,1,0.1050,0.0072,1.4389,0.6019,0.1852,6.4907
2042,1,0.0824,0.0049,1.4431,0.6466,0.1810,6.5345
2043,1,0.0936,0.0076,1.4403,0.6117,0.1165,6.3301
2044,1,0.0846,0.0061,1.4299,0.6783,0.1652,6.3478
2045,1,0.0787,0.0068,1.4140,0.9483,0.1724,6.6466
2046,1,0.0857,0.0071,1.4692,0.5728,0.1456,6.0485
2047,1,0.1048,0.0056,1.4794,0.5515,0.1838,6.1324
2048,1,0.0755,0.0059,1.4697,0.6111,0.1852,6.4352
2049,1,0.0850,0.0066,1.4866,0.7204,0.1720,6.8817
2050,1,0.0886,0.0083,1.4100,0.6422,0.1651,6.3945
2051,1,0.0837,0.0076,1.4487,0.7064,0.1651,6.4037
2052,1,0.0822,0.0073,1.4147,0.6903,0.1681,6.4513
2053,1,0.1159,0.0057,1.4574,0.7934,0.1736,6.4793
2054,1,0.0975,0.0051,1.4728,0.6436,0.1980,6.3960
2055,1,0.0924,0.0057,1.4409,0.6422,0.1835,6.5780
2056,1,0.0935,0.0091,1.4363,0.5794,0.1028,6.2430
2057,1,0.0850,0.0075,1.4684,0.5902,0.1557,6.4426
2058,1,0.0934,0.0074,1.3759,0.7522,0.1947,6.5841
2059,1,0.0717,0.0066,1.4531,0.7353,0.1471,6.8137
2060,1,0.0800,0.0071,1.4297,0.6514,0.1468,6.6330
2061,1,0.0915,0.0053,1.4343,0.6923,0.1250,7.0865
2062,1,0.0855,0.0052,1.4319,0.7632,0.1754,6.7193
2063,1,0.0832,0.0046,1.4540,0.7315,0.1667,6.5000
2064,1,0.0849,0.0061,1.4734,0.6273,0.1727,6.3273
2065,1,0.1161,0.0109,1.3961,0.6577,0.1171,6.3694
2066,1,0.0955,0.0080,1.4596,0.7768,0.1786,6.3750
2067,1,0.0865,0.0063,1.4695,0.6818,0.1455,6.4273
2068,1,0.0828,0.0068,1.4034,0.8641,0.1553,6.5631
2069,1,0.1016,0.0042,1.4697,0.7131,0.1721,6.4508
2070,1,0.1003,0.0066,1.4533,0.6875,0.1518,6.6161
2071,1,0.0896,0.0077,1.4384,0.6182,0.1636,6.5818
2072,1,0.0917,0.0069,1.4751,0.8073,0.1009,6.6422
2073,1,0.0837,0.0062,1.4615,0.6495,0.1959,6.6598
2074,1,0.0907,0.0079,1.4509,0.5983,0.1111,6.6325
2075,1,0.0971,0.0052,1.4577,0.6289,0.0928,6.4845
2076,1,0.1048,0.0076,1.4310,0.6124,0.0930,6.3178
2077,1,0.0692,0.0062,1.4425,0.8265,0.1633,6.5306
2078,1,0.0763,0.0078,1.4623,0.6121,0.1983,6.3793
2079,1,0.0818,0.0085,1.4455,0.5514,0.1121,6.3084
2080,1,0.0760,0.0067,1.4778,0.7607,0.1368,6.3675
2081,1,0.0861,0.0076,1.4655,0.6435,0.1391,6.3391
2082,1,0.0756,0.0065,1.4475,0.5888,0.2056,6.9159
2083,1,0.0835,0.0065,1.4211,0.6535,0.1881,6.3762
2084,1,0.0826,0.0075,1.4553,0.6032,0.1905,6.3333
2085,1,0.0872,0.0063,1.4216,0.5941,0.1980,6.8218
2086,1,0.0682,0.0065,1.4579,0.7222,0.1296,6.3889
2087,1,0.0928,0.0046,1.4409,0.5862,0.1983,6.5776
2088,1,0.1056,0.0085,1.4694,0.7431,0.1927,6.4679
2089,1,0.0974,0.0048,1.4554,0.6496,0.1966,6.5897
2090,1,0.1079,0.0064,1.4657,0.7091,0.1818,6.5182
2091,1,0.0748,0.0055,1.4622,0.6966,0.1685,6.4944
2092,1,0.1080,0.0081,1.4458,0.6984,0.2063,6.2937
2093,1,0.0716,0.0060,1.4631,0.7312,0.1505,6.5806
2094,1,0.1000,0.0076,1.4372,0.6960,0.1840,6.3360
2095,1,0.0970,0.0053,1.4792,0.6415,0.1887,6.5660
2096,1,0.0675,0.0063,1.4062,0.7228,0.1782,6.6337
2097,1,0.0740,0.0072,1.4395,0.6610,0.1525,6.5085
2098,1,0.0895,0.0060,1.4539,0.6330,0.1651,6.7156
2099,1,0.0967,0.0076,1.4015,0.6526,0.1579,6.4947
2100,1,0.1082,0.0049,1.4811,0.8839,0.1429,6.5179
2101,1,0.0907,0.0082,1.4634,0.6508,0.1667,6.6905
2102,1,0.0893,0.0058,1.4313,0.6818,0.1250,6.5341
2103,1,0.0944,0.0084,1.4341,0.6560,0.2560,6.6000
2104,1,0.0829,0.0066,1.4108,0.6444,0.1889,6.7556
2105,1,0.0853,0.0065,1.4543,0.6290,0.1452,6.9919
2106,1,0.0877,0.0067,1.4417,0.6701,0.1443,6.7423
2107,1,0.0821,0.0064,1.4482,0.6471,0.1176,6.4412
2108,1,0.0943,0.0064,1.4226,0.5952,0.1032,6.4921
2109,1,0.1025,0.0073,1.4513,0.6667,0.1714,6.6381
2110,1,0.0923,0.0050,1.4418,0.7805,0.1951,6.5285
2111,1,0.0869,0.0050,1.4740,0.5612,0.1327,6.3878
2112,1,0.0883,0.0066,1.4438,0.5862,0.1207,6.2500
2113,1,0.0916,0.0042,1.4570,0.6667,0.1622,6.6126
2114,1,0.0792,0.0055,1.4403,0.6034,0.1638,6.5690
2115,1,0.0878,0.0074,1.4688,0.6111,0.1222,6.5667
2116,1,0.0950,0.0070,1.4569,0.6667,0.1508,6.1667
2117,1,0.0802,0.0061,1.4657,0.7105,0.1754,6.7193
2118,1,0.1217,0.0031,1.4767,0.7624,0.2475,6.9010
2119,1,0.1039,0.0077,1.4697,0.6606,0.1743,6.3670
2120,1,0.0771,0.0068,1.4877,0.6667,0.0860,6.8172
2121,1,0.0899,0.0050,1.4490,0.5965,0.1491,6.7193
2122,1,0.0950,0.0073,1.4640,0.5520,0.1760,6.1680
2123,1,0.0884,0.0062,1.4526,0.6796,0.1262,6.5922
2124,1,0.0798,0.0073,1.4522,0.7069,0.1810,6.4310
2125,1,0.0799,0.0074,1.4323,0.7768,0.1786,6.4464
2126,1,0.0804,0.0059,1.4302,0.6607,0.1339,6.6339
2127,1,0.0800,0.0051,1.4409,0.5204,0.2449,6.6837
2128,1,0.0995,0.0060,1.4393,0.6481,0.1759,6.5093
2129,1,0.0887,0.0078,1.4174,0.5403,0.1290,6.5726
2130,1,0.0853,0.0083,1.4506,0.7400,0.2400,6.1200
2131,1,0.0904,0.0089,1.4384,0.6228,0.2632,6.3509
2132,1,0.0798,0.0072,1.4466,0.6182,0.2000,6.4182
2133,1,0.0846,0.0073,1.4288,0.6607,0.2232,6.2589
2134,1,0.0951,0.0070,1.4577,0.5534,0.1553,6.3981
2135,1,0.0970,0.0074,1.4787,0.6183,0.1679,6.4504
2136,1,0.0926,0.0069,1.4662,0.5800,0.1500,6.6300
2137,1,0.1046,0.0076,1.4467,0.6216,0.2162,6.4505
2138,1,0.0885,0.0067,1.4325,0.7073,0.1382,6.4146
2139,1,0.0787,0.0059,1.4671,0.7340,0.1809,6.5638
2140,1,0.0794,0.0050,1.4258,0.6577,0.2252,6.4955
2141,1,0.0867,0.0071,1.4287,0.6339,0.1339,6.4196
2142,1,0.0803,0.0059,1.4515,0.6875,0.2083,6.5833
2143,1,0.0819,0.0057,1.4559,0.7077,0.1846,6.3769
2144,1,0.0907,0.0073,1.4309,0.6814,0.2212,6.4513
2145,1,0.0843,0.0074,1.4577,0.6633,0.1429,6.5408
2146,1,0.0918,0.0065,1.4264,0.5847,0.2119,6.4661
2147,1,0.0877,0.0071,1.4622,0.5490,0.1667,6.0882
2148,1,0.0819,0.0054,1.4700,0.6281,0.2149,6.3554
2149,1,0.0765,0.0056,1.4902,0.5408,0.1939,6.4592
2150,1,0.0972,0.0066,1.4438,0.5530,0.1742,6.2348
2151,1,0.0869,0.0058,1.4195,0.7692,0.1731,6.4231
2152,1,0.0836,0.0047,1.4345,0.7563,0.1597,6.4622
2153,1,0.0953,0.0062,1.4255,0.6869,0.1616,6.8283
2154,1,0.1020,0.0069,1.4731,0.6286,0.2286,6.1333
2155,1,0.1054,0.0066,1.4589,0.6339,0.2500,6.4375
2156,1,0.0978,0.0061,1.4596,0.6636,0.1963,6.5701
2157,1,0.0952,0.0079,1.4298,0.8136,0.1356,6.5424
2158,1,0.0825,0.0060,1.4538,0.7477,0.1963,6.4299
2159,1,0.0739,0.0070,1.4271,0.6893,0.1748,6.5437
2160,1,0.0930,0.0083,1.4128,0.6984,0.2302,6.6429
2161,1,0.0887,0.0062,1.4573,0.5745,0.1277,6.3936
2162,1,0.0828,0.0058,1.4427,0.5948,0.1897,6.4052
2163,1,0.0809,0.0061,1.4504,0.7281,0.1667,6.5175
2164,1,0.1051,0.0089,1.4216,0.6637,0.1062,6.5752
2165,1,0.0947,0.0073,1.4559,0.6937,0.1622,6.6757
2166,1,0.0845,0.0072,1.4751,0.5888,0.1869,6.1869
2167,1,0.0886,0.0077,1.4891,0.7155,0.1466,6.3621
2168,1,0.0708,0.0075,1.4232,0.7075,0.1792,6.3113
2169,1,0.0970,0.0071,1.4151,0.7874,0.2205,6.7717
2170,1,0.0834,0.0075,1.4871,0.6705,0.1932,6.5455
2171,1,0.1041,0.0076,1.4529,0.6585,0.2033,6.4797
2172,1,0.1020,0.0073,1.4762,0.6415,0.1887,6.3396
2173,1,0.0832,0.0051,1.4707,0.6574,0.1852,6.5278
2174,1,0.0821,0.0058,1.4469,0.7212,0.1731,6.6731
2175,1,0.0893,0.0053,1.4317,0.6415,0.1887,6.6226
2176,1,0.1012,0.0058,1.4307,0.6396,0.2162,6.4955
2177,1,0.0841,0.0075,1.4438,0.6068,0.2222,6.5641
2178,1,0.0974,0.0046,1.4422,0.6132,0.1604,6.8396
2179,1,0.0954,0.0074,1.5167,0.5905,0.1429,6.0762
2180,1,0.0991,0.0061,1.4695,0.5288,0.1346,6.5577
2181,1,0.0923,0.0073,1.4731,0.6320,0.2080,6.1600
2182,1,0.0886,0.0060,1.4466,0.5752,0.1239,6.5752
2183,1,0.1088,0.0052,1.4094,0.5625,0.1250,6.8839
2184,1,0.0889,0.0055,1.4584,0.7900,0.2400,6.6900
2185,1,0.0964,0.0079,1.4477,0.6486,0.1622,6.2252
2186,1,0.0883,0.0073,1.4495,0.7627,0.1610,6.4407
2187,1,0.0932,0.0075,1.4458,0.6471,0.1667,6.3235
2188,1,0.1025,0.0063,1.4518,0.7009,0.1795,6.2991
2189,1,0.0915,0.0065,1.4508,0.7232,0.1071,6.3393
2190,1,0.0860,0.0078,1.4868,0.6667,0.1111,6.2500
2191,1,0.0923,0.0052,1.4295,0.5641,0.2222,6.5043
2192,1,0.1005,0.0037,1.4619,0.4902,0.2255,6.4804
2193,1,0.0808,0.0066,1.4384,0.5780,0.2110,6.6881
2194,1,0.0805,0.0062,1.4822,0.4904,0.1442,6.3750
2195,1,0.1000,0.0064,1.4526,0.6410,0.2051,6.4615
2196,1,0.0939,0.0081,1.4472,0.7436,0.1966,6.5726
2197,1,0.0947,0.0082,1.4158,0.6250,0.1071,6.2857
2198,1,0.0796,0.0061,1.4815,0.6422,0.1284,6.2018
2199,1,0.1028,0.0075,1.4468,0.6271,0.1949,6.3220
2200,1,0.0886,0.0080,1.4818,0.5946,0.1622,6.4865
2201,1,0.0939,0.0053,1.4428,0.6364,0.1636,6.5273
2202,1,0.1002,0.0077,1.4555,0.7018,0.1842,6.4912
2203,1,0.0844,0.0072,1.4334,0.5196,0.1667,6.4412
2204,1,0.0735,0.0066,1.4145,0.7395,0.1429,6.3697
2205,1,0.1041,0.0068,1.4549,0.5902,0.1148,6.5246
2206,1,0.0875,0.0050,1.4338,0.7442,0.1279,6.5814
2207,1,0.0858,0.0064,1.4484,0.5840,0.1680,6.4160
2208,1,0.0964,0.0069,1.4303,0.7789,0.1368,6.3789
2209,1,0.1318,0.0085,1.4487,0.5461,0.1631,6.2553
2210,1,0.0940,0.0068,1.4341,0.6264,0.1319,6.1868
2211,1,0.1031,0.0068,1.4603,0.6894,0.2121,6.4167
2212,1,0.0773,0.0068,1.4656,0.6667,0.2444,6.4333
2213,1,0.0945,0.0060,1.4613,0.5781,0.1562,6.3984
2214,1,0.0831,0.0067,1.4207,0.7300,0.1400,6.6000
2215,1,0.0965,0.0073,1.4579,0.6857,0.1905,6.5333
2216,1,0.0889,0.0062,1.4701,0.6555,0.1849,6.1765
2217,1,0.0846,0.0063,1.4648,0.5789,0.1754,6.2632
2218,1,0.0787,0.0081,1.4192,0.6542,0.2056,6.3738
2219,1,0.0854,0.0047,1.4899,0.6702,0.1596,6.0851
2220,1,0.0686,0.0072,1.4402,0.7122,0.2230,6.3669
